,Request.id,Pickup.point,Driver.id,Status,Request.timestamp,Drop.timestamp,Request.Hour,Drop.Hour,TimeSlot
5659,4135,Airport,NA,No Cars Available,7/14/2016 4:49,7/12/2016 17:49,4,17,Mid-night(00-04)
5660,4138,City,NA,No Cars Available,7/14/2016 4:49,7/11/2016 7:21,4,7,Mid-night(00-04)
5661,4142,City,NA,No Cars Available,7/14/2016 4:50,7/12/2016 0:50,4,0,Mid-night(00-04)
5662,4152,City,NA,No Cars Available,7/14/2016 4:55,7/12/2016 10:58,4,10,Mid-night(00-04)
5663,4149,City,NA,No Cars Available,7/14/2016 4:59,7/12/2016 14:32,4,14,Mid-night(00-04)
5664,4159,Airport,NA,No Cars Available,7/14/2016 5:05,7/12/2016 14:00,5,14,Early morning(05-08)
5665,4172,City,NA,No Cars Available,7/14/2016 5:17,7/11/2016 4:46,5,4,Early morning(05-08)
5666,4190,City,NA,No Cars Available,7/14/2016 5:21,7/11/2016 8:11,5,8,Early morning(05-08)
5667,4193,City,NA,No Cars Available,7/14/2016 5:25,7/12/2016 7:30,5,7,Early morning(05-08)
5668,4181,City,NA,No Cars Available,7/14/2016 5:25,7/12/2016 20:28,5,20,Early morning(05-08)
5669,4191,City,NA,No Cars Available,7/14/2016 5:32,7/11/2016 9:52,5,9,Early morning(05-08)
5670,4200,City,NA,No Cars Available,7/14/2016 5:32,7/11/2016 23:10,5,23,Early morning(05-08)
5671,4208,City,NA,No Cars Available,7/14/2016 5:39,7/12/2016 13:30,5,13,Early morning(05-08)
5672,4219,City,NA,No Cars Available,7/14/2016 5:42,7/12/2016 17:04,5,17,Early morning(05-08)
5673,4220,City,NA,No Cars Available,7/14/2016 5:43,7/11/2016 13:14,5,13,Early morning(05-08)
5674,4217,City,NA,No Cars Available,7/14/2016 5:45,7/12/2016 7:58,5,7,Early morning(05-08)
5675,4237,City,NA,No Cars Available,7/14/2016 5:52,7/12/2016 14:57,5,14,Early morning(05-08)
5676,4228,City,NA,No Cars Available,7/14/2016 5:53,7/11/2016 7:09,5,7,Early morning(05-08)
5677,4240,City,NA,No Cars Available,7/14/2016 5:56,7/11/2016 7:54,5,7,Early morning(05-08)
5678,4229,City,NA,No Cars Available,7/14/2016 5:56,7/11/2016 13:58,5,13,Early morning(05-08)
5679,4246,City,NA,No Cars Available,7/14/2016 5:58,7/12/2016 1:09,5,1,Early morning(05-08)
5680,4244,City,NA,No Cars Available,7/14/2016 6:00,7/12/2016 11:11,6,11,Early morning(05-08)
5681,4241,City,NA,No Cars Available,7/14/2016 6:01,7/12/2016 20:19,6,20,Early morning(05-08)
5682,4247,City,NA,No Cars Available,7/14/2016 6:03,7/11/2016 19:48,6,19,Early morning(05-08)
5683,4256,City,NA,No Cars Available,7/14/2016 6:05,7/11/2016 22:51,6,22,Early morning(05-08)
5684,4259,City,NA,No Cars Available,7/14/2016 6:10,7/12/2016 15:06,6,15,Early morning(05-08)
5685,4265,City,NA,No Cars Available,7/14/2016 6:12,7/12/2016 21:04,6,21,Early morning(05-08)
5686,4261,City,NA,No Cars Available,7/14/2016 6:12,7/11/2016 8:43,6,8,Early morning(05-08)
5687,4262,City,NA,No Cars Available,7/14/2016 6:15,7/11/2016 11:10,6,11,Early morning(05-08)
5688,4267,City,NA,No Cars Available,7/14/2016 6:17,7/12/2016 15:20,6,15,Early morning(05-08)
5689,4269,City,NA,No Cars Available,7/14/2016 6:19,7/12/2016 21:04,6,21,Early morning(05-08)
5690,4275,City,NA,No Cars Available,7/14/2016 6:22,7/12/2016 10:24,6,10,Early morning(05-08)
5691,4279,City,NA,No Cars Available,7/14/2016 6:29,7/12/2016 16:43,6,16,Early morning(05-08)
5692,4282,City,NA,No Cars Available,7/14/2016 6:31,7/11/2016 9:47,6,9,Early morning(05-08)
5693,4283,City,NA,No Cars Available,7/14/2016 6:31,7/12/2016 1:06,6,1,Early morning(05-08)
5694,4289,City,NA,No Cars Available,7/14/2016 6:35,7/11/2016 8:08,6,8,Early morning(05-08)
5695,4291,City,NA,No Cars Available,7/14/2016 6:40,7/11/2016 19:15,6,19,Early morning(05-08)
5696,4292,City,NA,No Cars Available,7/14/2016 6:42,7/12/2016 6:06,6,6,Early morning(05-08)
5697,4295,City,NA,No Cars Available,7/14/2016 6:42,7/11/2016 4:19,6,4,Early morning(05-08)
5698,4306,City,NA,No Cars Available,7/14/2016 6:49,7/11/2016 18:41,6,18,Early morning(05-08)
5699,4309,Airport,NA,No Cars Available,7/14/2016 6:50,7/12/2016 8:12,6,8,Early morning(05-08)
5700,4317,City,NA,No Cars Available,7/14/2016 6:51,7/12/2016 15:20,6,15,Early morning(05-08)
5701,4318,City,NA,No Cars Available,7/14/2016 6:51,7/11/2016 18:12,6,18,Early morning(05-08)
5702,4307,City,NA,No Cars Available,7/14/2016 6:56,7/12/2016 7:14,6,7,Early morning(05-08)
5703,4320,City,NA,No Cars Available,7/14/2016 7:02,7/12/2016 16:47,7,16,Early morning(05-08)
5704,4324,City,NA,No Cars Available,7/14/2016 7:04,7/11/2016 10:10,7,10,Early morning(05-08)
5705,4333,City,NA,No Cars Available,7/14/2016 7:13,7/11/2016 11:53,7,11,Early morning(05-08)
5706,4344,City,NA,No Cars Available,7/14/2016 7:15,7/11/2016 14:08,7,14,Early morning(05-08)
5707,4334,City,NA,No Cars Available,7/14/2016 7:18,7/12/2016 0:53,7,0,Early morning(05-08)
5708,4347,City,NA,No Cars Available,7/14/2016 7:18,7/12/2016 8:21,7,8,Early morning(05-08)
5709,4352,City,NA,No Cars Available,7/14/2016 7:21,7/11/2016 15:06,7,15,Early morning(05-08)
5710,4348,City,NA,No Cars Available,7/14/2016 7:23,7/11/2016 17:24,7,17,Early morning(05-08)
5711,4353,City,NA,No Cars Available,7/14/2016 7:24,7/12/2016 23:07,7,23,Early morning(05-08)
5712,4362,City,NA,No Cars Available,7/14/2016 7:30,7/11/2016 12:49,7,12,Early morning(05-08)
5713,4367,City,NA,No Cars Available,7/14/2016 7:35,7/12/2016 6:03,7,6,Early morning(05-08)
5714,4373,City,NA,No Cars Available,7/14/2016 7:39,7/12/2016 9:54,7,9,Early morning(05-08)
5715,4382,City,NA,No Cars Available,7/14/2016 7:48,7/12/2016 14:33,7,14,Early morning(05-08)
5716,4393,City,NA,No Cars Available,7/14/2016 7:54,7/12/2016 18:35,7,18,Early morning(05-08)
5717,4394,City,NA,No Cars Available,7/14/2016 8:00,7/11/2016 1:06,8,1,Early morning(05-08)
5718,4405,City,NA,No Cars Available,7/14/2016 8:01,7/11/2016 9:57,8,9,Early morning(05-08)
5719,4407,City,NA,No Cars Available,7/14/2016 8:08,7/12/2016 8:38,8,8,Early morning(05-08)
5720,4412,City,NA,No Cars Available,7/14/2016 8:11,7/12/2016 15:21,8,15,Early morning(05-08)
5721,4424,City,NA,No Cars Available,7/14/2016 8:17,7/11/2016 10:14,8,10,Early morning(05-08)
5722,4437,City,NA,No Cars Available,7/14/2016 8:24,7/11/2016 13:09,8,13,Early morning(05-08)
5723,4436,City,NA,No Cars Available,7/14/2016 8:24,7/12/2016 12:03,8,12,Early morning(05-08)
5724,4432,City,NA,No Cars Available,7/14/2016 8:24,7/12/2016 18:18,8,18,Early morning(05-08)
5725,4429,City,NA,No Cars Available,7/14/2016 8:25,7/11/2016 6:01,8,6,Early morning(05-08)
5726,4449,City,NA,No Cars Available,7/14/2016 8:29,7/11/2016 17:23,8,17,Early morning(05-08)
5727,4453,City,NA,No Cars Available,7/14/2016 8:36,7/11/2016 20:08,8,20,Early morning(05-08)
5728,4460,City,NA,No Cars Available,7/14/2016 8:36,7/11/2016 23:04,8,23,Early morning(05-08)
5729,4474,City,NA,No Cars Available,7/14/2016 8:43,7/12/2016 7:13,8,7,Early morning(05-08)
5730,4466,City,NA,No Cars Available,7/14/2016 8:46,7/12/2016 14:36,8,14,Early morning(05-08)
5731,4473,City,NA,No Cars Available,7/14/2016 8:48,7/12/2016 20:11,8,20,Early morning(05-08)
5732,4477,City,NA,No Cars Available,7/14/2016 8:51,7/11/2016 9:32,8,9,Early morning(05-08)
5733,4493,City,NA,No Cars Available,7/14/2016 8:52,7/12/2016 18:07,8,18,Early morning(05-08)
5734,4494,City,NA,No Cars Available,7/14/2016 8:58,7/11/2016 7:05,8,7,Early morning(05-08)
5735,4490,City,NA,No Cars Available,7/14/2016 9:00,7/11/2016 14:38,9,14,Morning(09-11)
5736,4508,City,NA,No Cars Available,7/14/2016 9:05,7/11/2016 18:47,9,18,Morning(09-11)
5737,4495,City,NA,No Cars Available,7/14/2016 9:06,7/12/2016 8:32,9,8,Morning(09-11)
5738,4513,City,NA,No Cars Available,7/14/2016 9:06,7/12/2016 11:54,9,11,Morning(09-11)
5739,4502,City,NA,No Cars Available,7/14/2016 9:07,7/12/2016 18:30,9,18,Morning(09-11)
5740,4528,City,NA,No Cars Available,7/14/2016 9:27,7/11/2016 6:49,9,6,Morning(09-11)
5741,4526,City,NA,No Cars Available,7/14/2016 9:28,7/11/2016 15:27,9,15,Morning(09-11)
5742,4522,Airport,NA,No Cars Available,7/14/2016 9:28,7/11/2016 21:57,9,21,Morning(09-11)
5743,4537,City,NA,No Cars Available,7/14/2016 9:36,7/12/2016 3:42,9,3,Morning(09-11)
5744,4541,City,NA,No Cars Available,7/14/2016 9:37,7/12/2016 7:15,9,7,Morning(09-11)
5745,4550,City,NA,No Cars Available,7/14/2016 9:38,7/12/2016 10:42,9,10,Morning(09-11)
5746,4554,City,NA,No Cars Available,7/14/2016 9:42,7/12/2016 19:36,9,19,Morning(09-11)
5747,4551,City,NA,No Cars Available,7/14/2016 9:42,7/11/2016 10:05,9,10,Morning(09-11)
5748,4553,Airport,NA,No Cars Available,7/14/2016 9:43,7/11/2016 20:52,9,20,Morning(09-11)
5749,4565,City,NA,No Cars Available,7/14/2016 9:45,7/12/2016 12:27,9,12,Morning(09-11)
5750,4549,Airport,NA,No Cars Available,7/14/2016 9:46,7/11/2016 13:55,9,13,Morning(09-11)
5751,4548,City,NA,No Cars Available,7/14/2016 9:46,7/12/2016 14:06,9,14,Morning(09-11)
5752,4555,City,NA,No Cars Available,7/14/2016 9:46,7/12/2016 21:50,9,21,Morning(09-11)
5753,4559,City,NA,No Cars Available,7/14/2016 9:49,7/11/2016 12:57,9,12,Morning(09-11)
5754,4564,City,NA,No Cars Available,7/14/2016 9:52,7/11/2016 19:39,9,19,Morning(09-11)
5755,4587,City,NA,No Cars Available,7/14/2016 9:59,7/11/2016 23:52,9,23,Morning(09-11)
5756,4584,City,NA,No Cars Available,7/14/2016 10:00,7/12/2016 17:03,10,17,Morning(09-11)
5757,4585,City,NA,No Cars Available,7/14/2016 10:00,7/12/2016 20:12,10,20,Morning(09-11)
5758,4583,City,NA,No Cars Available,7/14/2016 10:01,7/11/2016 16:27,10,16,Morning(09-11)
5759,4582,City,NA,No Cars Available,7/14/2016 10:03,7/12/2016 10:44,10,10,Morning(09-11)
5760,4589,City,NA,No Cars Available,7/14/2016 10:06,7/12/2016 17:44,10,17,Morning(09-11)
5761,4596,City,NA,No Cars Available,7/14/2016 10:07,7/11/2016 7:45,10,7,Morning(09-11)
5762,4595,City,NA,No Cars Available,7/14/2016 10:07,7/12/2016 0:05,10,0,Morning(09-11)
5763,4591,City,NA,No Cars Available,7/14/2016 10:08,7/12/2016 13:57,10,13,Morning(09-11)
5764,4597,City,NA,No Cars Available,7/14/2016 10:08,7/12/2016 21:51,10,21,Morning(09-11)
5765,4598,City,NA,No Cars Available,7/14/2016 10:12,7/11/2016 10:12,10,10,Morning(09-11)
5766,4590,City,NA,No Cars Available,7/14/2016 10:13,7/12/2016 6:38,10,6,Morning(09-11)
5767,4606,Airport,NA,No Cars Available,7/14/2016 10:19,7/12/2016 8:24,10,8,Morning(09-11)
5768,4608,Airport,NA,No Cars Available,7/14/2016 10:23,7/12/2016 19:46,10,19,Morning(09-11)
5769,4604,City,NA,No Cars Available,7/14/2016 10:25,7/11/2016 16:47,10,16,Morning(09-11)
5770,4613,City,NA,No Cars Available,7/14/2016 10:43,7/12/2016 21:55,10,21,Morning(09-11)
5771,4616,City,NA,No Cars Available,7/14/2016 10:55,7/11/2016 3:31,10,3,Morning(09-11)
5772,4622,Airport,NA,No Cars Available,7/14/2016 11:00,7/11/2016 15:02,11,15,Morning(09-11)
5773,4617,City,NA,No Cars Available,7/14/2016 11:02,7/11/2016 17:57,11,17,Morning(09-11)
5774,4619,Airport,NA,No Cars Available,7/14/2016 11:04,7/12/2016 16:27,11,16,Morning(09-11)
5775,4629,City,NA,No Cars Available,7/14/2016 11:11,7/12/2016 20:04,11,20,Morning(09-11)
5776,4633,City,NA,No Cars Available,7/14/2016 11:21,7/11/2016 15:34,11,15,Morning(09-11)
5777,4634,City,NA,No Cars Available,7/14/2016 11:30,7/11/2016 17:44,11,17,Morning(09-11)
5778,4636,City,NA,No Cars Available,7/14/2016 11:32,7/12/2016 0:06,11,0,Morning(09-11)
5779,4640,Airport,NA,No Cars Available,7/14/2016 11:39,7/12/2016 9:13,11,9,Morning(09-11)
5780,4647,City,NA,No Cars Available,7/14/2016 11:50,7/12/2016 13:25,11,13,Morning(09-11)
5781,4650,Airport,NA,No Cars Available,7/14/2016 11:58,7/12/2016 23:21,11,23,Morning(09-11)
5782,4662,Airport,NA,No Cars Available,7/14/2016 12:13,7/11/2016 17:08,12,17,Afternoon(12-16)
5783,4660,City,NA,No Cars Available,7/14/2016 12:13,7/11/2016 23:52,12,23,Afternoon(12-16)
5784,4666,Airport,NA,No Cars Available,7/14/2016 12:26,7/12/2016 10:19,12,10,Afternoon(12-16)
5785,4670,Airport,NA,No Cars Available,7/14/2016 12:36,7/12/2016 21:36,12,21,Afternoon(12-16)
5786,4675,City,NA,No Cars Available,7/14/2016 12:39,7/11/2016 9:53,12,9,Afternoon(12-16)
5787,4676,Airport,NA,No Cars Available,7/14/2016 12:44,7/12/2016 0:06,12,0,Afternoon(12-16)
5788,4682,Airport,NA,No Cars Available,7/14/2016 12:49,7/12/2016 7:19,12,7,Afternoon(12-16)
5789,4678,City,NA,No Cars Available,7/14/2016 12:49,7/12/2016 20:38,12,20,Afternoon(12-16)
5790,4688,Airport,NA,No Cars Available,7/14/2016 13:03,7/11/2016 10:42,13,10,Afternoon(12-16)
5791,4692,City,NA,No Cars Available,7/14/2016 13:04,7/11/2016 17:18,13,17,Afternoon(12-16)
5792,4689,City,NA,No Cars Available,7/14/2016 13:09,7/11/2016 22:55,13,22,Afternoon(12-16)
5793,4697,City,NA,No Cars Available,7/14/2016 13:12,7/12/2016 8:06,13,8,Afternoon(12-16)
5794,4705,Airport,NA,No Cars Available,7/14/2016 13:13,7/12/2016 12:44,13,12,Afternoon(12-16)
5795,4707,City,NA,No Cars Available,7/14/2016 13:13,7/12/2016 21:40,13,21,Afternoon(12-16)
5796,4704,City,NA,No Cars Available,7/14/2016 13:16,7/11/2016 19:37,13,19,Afternoon(12-16)
5797,4708,City,NA,No Cars Available,7/14/2016 13:18,7/12/2016 5:19,13,5,Afternoon(12-16)
5798,4703,Airport,NA,No Cars Available,7/14/2016 13:18,7/12/2016 17:46,13,17,Afternoon(12-16)
5799,4725,Airport,NA,No Cars Available,7/14/2016 13:56,7/11/2016 18:43,13,18,Afternoon(12-16)
5800,4734,Airport,NA,No Cars Available,7/14/2016 14:37,7/12/2016 0:05,14,0,Afternoon(12-16)
5801,4742,Airport,NA,No Cars Available,7/14/2016 15:00,7/12/2016 8:49,15,8,Afternoon(12-16)
5802,4744,Airport,NA,No Cars Available,7/14/2016 15:03,7/12/2016 9:41,15,9,Afternoon(12-16)
5803,4746,City,NA,No Cars Available,7/14/2016 15:10,7/12/2016 19:26,15,19,Afternoon(12-16)
5804,4749,Airport,NA,No Cars Available,7/14/2016 15:11,7/11/2016 10:12,15,10,Afternoon(12-16)
5805,4764,City,NA,No Cars Available,7/14/2016 15:30,7/11/2016 13:25,15,13,Afternoon(12-16)
5806,4763,City,NA,No Cars Available,7/14/2016 15:33,7/11/2016 16:25,15,16,Afternoon(12-16)
5807,4772,City,NA,No Cars Available,7/14/2016 15:55,7/11/2016 18:07,15,18,Afternoon(12-16)
5808,4778,City,NA,No Cars Available,7/14/2016 16:21,7/12/2016 8:47,16,8,Afternoon(12-16)
5809,4781,Airport,NA,No Cars Available,7/14/2016 16:29,7/12/2016 13:29,16,13,Afternoon(12-16)
5810,4782,Airport,NA,No Cars Available,7/14/2016 16:33,7/12/2016 19:34,16,19,Afternoon(12-16)
5811,4785,City,NA,No Cars Available,7/14/2016 16:42,7/11/2016 10:04,16,10,Afternoon(12-16)
5812,4789,City,NA,No Cars Available,7/14/2016 16:44,7/11/2016 13:00,16,13,Afternoon(12-16)
5813,4793,City,NA,No Cars Available,7/14/2016 16:47,7/12/2016 19:14,16,19,Afternoon(12-16)
5814,4794,City,NA,No Cars Available,7/14/2016 16:55,7/11/2016 17:54,16,17,Afternoon(12-16)
5815,4804,City,NA,No Cars Available,7/14/2016 17:02,7/12/2016 7:14,17,7,Late evening(17-21)
5816,4806,City,NA,No Cars Available,7/14/2016 17:06,7/12/2016 15:55,17,15,Late evening(17-21)
5817,4808,Airport,NA,No Cars Available,7/14/2016 17:14,7/12/2016 22:35,17,22,Late evening(17-21)
5818,4809,Airport,NA,No Cars Available,7/14/2016 17:14,7/11/2016 21:38,17,21,Late evening(17-21)
5819,4816,Airport,NA,No Cars Available,7/14/2016 17:14,7/12/2016 10:09,17,10,Late evening(17-21)
5820,4807,Airport,NA,No Cars Available,7/14/2016 17:15,7/12/2016 12:32,17,12,Late evening(17-21)
5821,4817,Airport,NA,No Cars Available,7/14/2016 17:17,7/12/2016 23:45,17,23,Late evening(17-21)
5822,4819,Airport,NA,No Cars Available,7/14/2016 17:18,7/11/2016 8:44,17,8,Late evening(17-21)
5823,4811,Airport,NA,No Cars Available,7/14/2016 17:18,7/11/2016 20:11,17,20,Late evening(17-21)
5824,4818,Airport,NA,No Cars Available,7/14/2016 17:20,7/11/2016 23:54,17,23,Late evening(17-21)
5825,4836,Airport,NA,No Cars Available,7/14/2016 17:21,7/12/2016 8:03,17,8,Late evening(17-21)
5826,4821,Airport,NA,No Cars Available,7/14/2016 17:21,7/12/2016 20:46,17,20,Late evening(17-21)
5827,4826,Airport,NA,No Cars Available,7/14/2016 17:24,7/11/2016 11:30,17,11,Late evening(17-21)
5828,4824,Airport,NA,No Cars Available,7/14/2016 17:24,7/11/2016 17:36,17,17,Late evening(17-21)
5829,4820,Airport,NA,No Cars Available,7/14/2016 17:25,7/12/2016 6:46,17,6,Late evening(17-21)
5830,4827,Airport,NA,No Cars Available,7/14/2016 17:25,7/11/2016 6:48,17,6,Late evening(17-21)
5831,4832,Airport,NA,No Cars Available,7/14/2016 17:26,7/11/2016 10:57,17,10,Late evening(17-21)
5832,4838,Airport,NA,No Cars Available,7/14/2016 17:27,7/11/2016 14:19,17,14,Late evening(17-21)
5833,4840,Airport,NA,No Cars Available,7/14/2016 17:27,7/12/2016 2:18,17,2,Late evening(17-21)
5834,4835,Airport,NA,No Cars Available,7/14/2016 17:27,7/12/2016 18:30,17,18,Late evening(17-21)
5835,4841,Airport,NA,No Cars Available,7/14/2016 17:27,7/12/2016 19:12,17,19,Late evening(17-21)
5836,4843,Airport,NA,No Cars Available,7/14/2016 17:28,7/11/2016 12:48,17,12,Late evening(17-21)
5837,4839,Airport,NA,No Cars Available,7/14/2016 17:28,7/11/2016 20:28,17,20,Late evening(17-21)
5838,4844,Airport,NA,No Cars Available,7/14/2016 17:30,7/12/2016 11:32,17,11,Late evening(17-21)
5839,4833,Airport,NA,No Cars Available,7/14/2016 17:30,7/12/2016 23:34,17,23,Late evening(17-21)
5840,4837,Airport,NA,No Cars Available,7/14/2016 17:30,7/12/2016 0:09,17,0,Late evening(17-21)
5841,4853,Airport,NA,No Cars Available,7/14/2016 17:33,7/12/2016 10:42,17,10,Late evening(17-21)
5842,4852,City,NA,No Cars Available,7/14/2016 17:34,7/12/2016 21:16,17,21,Late evening(17-21)
5843,4856,Airport,NA,No Cars Available,7/14/2016 17:34,7/11/2016 8:44,17,8,Late evening(17-21)
5844,4855,Airport,NA,No Cars Available,7/14/2016 17:34,7/11/2016 15:46,17,15,Late evening(17-21)
5845,4861,Airport,NA,No Cars Available,7/14/2016 17:34,7/12/2016 16:24,17,16,Late evening(17-21)
5846,4846,Airport,NA,No Cars Available,7/14/2016 17:35,7/11/2016 6:30,17,6,Late evening(17-21)
5847,4864,Airport,NA,No Cars Available,7/14/2016 17:35,7/11/2016 14:49,17,14,Late evening(17-21)
5848,4842,Airport,NA,No Cars Available,7/14/2016 17:36,7/12/2016 15:18,17,15,Late evening(17-21)
5849,4851,Airport,NA,No Cars Available,7/14/2016 17:36,7/12/2016 21:41,17,21,Late evening(17-21)
5850,4845,Airport,NA,No Cars Available,7/14/2016 17:37,7/12/2016 21:04,17,21,Late evening(17-21)
5851,4860,Airport,NA,No Cars Available,7/14/2016 17:38,7/11/2016 6:08,17,6,Late evening(17-21)
5852,4871,Airport,NA,No Cars Available,7/14/2016 17:43,7/11/2016 13:29,17,13,Late evening(17-21)
5853,4870,Airport,NA,No Cars Available,7/14/2016 17:43,7/12/2016 12:09,17,12,Late evening(17-21)
5854,4873,Airport,NA,No Cars Available,7/14/2016 17:44,7/12/2016 19:07,17,19,Late evening(17-21)
5855,4868,Airport,NA,No Cars Available,7/14/2016 17:44,7/11/2016 17:56,17,17,Late evening(17-21)
5856,4874,Airport,NA,No Cars Available,7/14/2016 17:47,7/12/2016 5:55,17,5,Late evening(17-21)
5857,4867,Airport,NA,No Cars Available,7/14/2016 17:47,7/12/2016 13:01,17,13,Late evening(17-21)
5858,4878,Airport,NA,No Cars Available,7/14/2016 17:48,7/11/2016 9:10,17,9,Late evening(17-21)
5859,4872,Airport,NA,No Cars Available,7/14/2016 17:50,7/11/2016 13:53,17,13,Late evening(17-21)
5860,4877,Airport,NA,No Cars Available,7/14/2016 17:51,7/11/2016 23:18,17,23,Late evening(17-21)
5861,4888,Airport,NA,No Cars Available,7/14/2016 17:52,7/12/2016 10:32,17,10,Late evening(17-21)
5862,4882,Airport,NA,No Cars Available,7/14/2016 17:53,7/12/2016 11:27,17,11,Late evening(17-21)
5863,4891,Airport,NA,No Cars Available,7/14/2016 17:55,7/12/2016 19:36,17,19,Late evening(17-21)
5864,4881,Airport,NA,No Cars Available,7/14/2016 17:56,7/11/2016 2:05,17,2,Late evening(17-21)
5865,4883,Airport,NA,No Cars Available,7/14/2016 17:56,7/11/2016 5:38,17,5,Late evening(17-21)
5866,4887,Airport,NA,No Cars Available,7/14/2016 17:58,7/11/2016 10:55,17,10,Late evening(17-21)
5867,4896,Airport,NA,No Cars Available,7/14/2016 17:58,7/11/2016 16:54,17,16,Late evening(17-21)
5868,4893,Airport,NA,No Cars Available,7/14/2016 18:00,7/11/2016 21:03,18,21,Late evening(17-21)
5869,4897,Airport,NA,No Cars Available,7/14/2016 18:01,7/11/2016 23:51,18,23,Late evening(17-21)
5870,4910,Airport,NA,No Cars Available,7/14/2016 18:02,7/11/2016 11:23,18,11,Late evening(17-21)
5871,4900,Airport,NA,No Cars Available,7/14/2016 18:04,7/11/2016 22:38,18,22,Late evening(17-21)
5872,4894,Airport,NA,No Cars Available,7/14/2016 18:04,7/12/2016 7:51,18,7,Late evening(17-21)
5873,4895,Airport,NA,No Cars Available,7/14/2016 18:06,7/11/2016 7:32,18,7,Late evening(17-21)
5874,4914,Airport,NA,No Cars Available,7/14/2016 18:10,7/11/2016 10:21,18,10,Late evening(17-21)
5875,4907,Airport,NA,No Cars Available,7/14/2016 18:10,7/12/2016 6:53,18,6,Late evening(17-21)
5876,4903,Airport,NA,No Cars Available,7/14/2016 18:10,7/12/2016 21:53,18,21,Late evening(17-21)
5877,4913,Airport,NA,No Cars Available,7/14/2016 18:10,7/11/2016 8:23,18,8,Late evening(17-21)
5878,4912,Airport,NA,No Cars Available,7/14/2016 18:11,7/11/2016 11:12,18,11,Late evening(17-21)
5879,4917,Airport,NA,No Cars Available,7/14/2016 18:13,7/11/2016 18:48,18,18,Late evening(17-21)
5880,4918,Airport,NA,No Cars Available,7/14/2016 18:14,7/11/2016 22:16,18,22,Late evening(17-21)
5881,4923,Airport,NA,No Cars Available,7/14/2016 18:15,7/12/2016 9:00,18,9,Late evening(17-21)
5882,4916,Airport,NA,No Cars Available,7/14/2016 18:15,7/12/2016 21:35,18,21,Late evening(17-21)
5883,4924,Airport,NA,No Cars Available,7/14/2016 18:15,7/11/2016 1:53,18,1,Late evening(17-21)
5884,4920,Airport,NA,No Cars Available,7/14/2016 18:15,7/11/2016 10:54,18,10,Late evening(17-21)
5885,4922,Airport,NA,No Cars Available,7/14/2016 18:16,7/12/2016 13:48,18,13,Late evening(17-21)
5886,4927,Airport,NA,No Cars Available,7/14/2016 18:16,7/12/2016 21:53,18,21,Late evening(17-21)
5887,4925,Airport,NA,No Cars Available,7/14/2016 18:17,7/12/2016 23:33,18,23,Late evening(17-21)
5888,4934,Airport,NA,No Cars Available,7/14/2016 18:17,7/11/2016 6:11,18,6,Late evening(17-21)
5889,4930,Airport,NA,No Cars Available,7/14/2016 18:22,7/12/2016 9:12,18,9,Late evening(17-21)
5890,4935,Airport,NA,No Cars Available,7/14/2016 18:22,7/12/2016 10:36,18,10,Late evening(17-21)
5891,4946,Airport,NA,No Cars Available,7/14/2016 18:25,7/12/2016 22:51,18,22,Late evening(17-21)
5892,4942,Airport,NA,No Cars Available,7/14/2016 18:26,7/11/2016 12:10,18,12,Late evening(17-21)
5893,4939,Airport,NA,No Cars Available,7/14/2016 18:28,7/11/2016 17:14,18,17,Late evening(17-21)
5894,4945,Airport,NA,No Cars Available,7/14/2016 18:29,7/11/2016 20:58,18,20,Late evening(17-21)
5895,4952,Airport,NA,No Cars Available,7/14/2016 18:29,7/12/2016 5:55,18,5,Late evening(17-21)
5896,4956,Airport,NA,No Cars Available,7/14/2016 18:30,7/12/2016 14:24,18,14,Late evening(17-21)
5897,4947,Airport,NA,No Cars Available,7/14/2016 18:30,7/12/2016 20:53,18,20,Late evening(17-21)
5898,4955,Airport,NA,No Cars Available,7/14/2016 18:31,7/11/2016 9:34,18,9,Late evening(17-21)
5899,4959,Airport,NA,No Cars Available,7/14/2016 18:32,7/11/2016 16:15,18,16,Late evening(17-21)
5900,4962,Airport,NA,No Cars Available,7/14/2016 18:33,7/11/2016 23:37,18,23,Late evening(17-21)
5901,4961,Airport,NA,No Cars Available,7/14/2016 18:34,7/12/2016 6:55,18,6,Late evening(17-21)
5902,4957,Airport,NA,No Cars Available,7/14/2016 18:34,7/12/2016 13:01,18,13,Late evening(17-21)
5903,4960,Airport,NA,No Cars Available,7/14/2016 18:36,7/12/2016 18:33,18,18,Late evening(17-21)
5904,4953,Airport,NA,No Cars Available,7/14/2016 18:36,7/11/2016 6:49,18,6,Late evening(17-21)
5905,4951,Airport,NA,No Cars Available,7/14/2016 18:36,7/11/2016 18:12,18,18,Late evening(17-21)
5906,4967,Airport,NA,No Cars Available,7/14/2016 18:36,7/12/2016 7:07,18,7,Late evening(17-21)
5907,4954,Airport,NA,No Cars Available,7/14/2016 18:37,7/11/2016 6:55,18,6,Late evening(17-21)
5908,4965,Airport,NA,No Cars Available,7/14/2016 18:38,7/11/2016 19:07,18,19,Late evening(17-21)
5909,4972,Airport,NA,No Cars Available,7/14/2016 18:44,7/11/2016 23:46,18,23,Late evening(17-21)
5910,4983,City,NA,No Cars Available,7/14/2016 18:44,7/11/2016 11:58,18,11,Late evening(17-21)
5911,4989,Airport,NA,No Cars Available,7/14/2016 18:45,7/11/2016 17:36,18,17,Late evening(17-21)
